Employee_Number,Age,CF_age_band,Department,Education,Education_Field,Employee_Count,Gender,Job_Role,Marital_Status,Attrition,CF_attrition_label,Monthly_Income,Performance_Rating,Years_Since_Last_Promotion,Years_With_Curr_Manager,Environment_Satisfaction,Job_Involvement,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Monthly_Rate,Total_Working_Years,Years_At_Company,Years_In_Current_Role
725,27,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,7412,3,0,7,3,3,1,4,3,6009,9,9,7
727,32,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Research Director,Single,0,Current Employees,11159,3,7,7,3,3,4,4,3,19373,10,7,7
728,47,45 - 54,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,0,Current Employees,4960,3,1,7,4,3,1,4,3,11825,20,7,7
729,40,35 - 44,Sales,Master's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,10475,4,1,12,4,2,1,3,3,23772,20,18,13
730,53,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Director,Married,0,Current Employees,14814,3,1,3,3,4,3,3,3,13514,32,5,1
731,41,35 - 44,HR,Master's Degree,Human Resources,1,Male,Manager,Divorced,0,Current Employees,19141,3,12,6,2,2,4,2,2,8861,23,21,6
732,60,Over 55,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,0,Current Employees,5405,3,2,2,1,3,1,4,3,11924,10,2,2
733,27,25 - 34,R&D,Associates Degree,Life Sciences,1,Male,Manufacturing Director,Divorced,0,Current Employees,8793,4,1,7,4,3,1,3,2,4809,9,9,7
734,41,35 - 44,HR,Bachelor's Degree,Human Resources,1,Male,Manager,Married,0,Current Employees,19189,3,2,10,4,2,3,2,3,19562,22,22,7
738,50,45 - 54,Sales,Master's Degree,Marketing,1,Male,Sales Representative,Married,0,Current Employees,3875,3,2,2,4,3,2,4,3,9983,4,2,2
741,28,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Research Scientist,Single,1,Ex-Employees,2216,3,3,7,1,1,2,4,3,3872,10,7,7
742,36,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Director,Married,0,Current Employees,11713,3,0,5,1,4,1,1,3,20335,10,8,7
743,38,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Single,0,Current Employees,7861,3,0,0,3,3,3,4,4,15397,10,1,0
744,44,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Single,0,Current Employees,3708,3,1,4,1,1,3,3,3,2104,9,5,2
746,47,45 - 54,Sales,Bachelor's Degree,Medical,1,Female,Sales Executive,Divorced,0,Current Employees,13770,3,11,13,4,3,3,4,2,10225,28,22,2
747,30,25 - 34,Sales,Doctoral Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,5304,4,7,7,3,3,4,4,2,25275,10,8,7
749,29,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Representative,Single,0,Current Employees,2642,3,0,0,3,3,3,3,3,2755,1,1,0
752,42,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Divorced,1,Ex-Employees,2759,3,2,2,3,4,3,4,3,20366,7,2,2
754,43,35 - 44,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,6804,3,2,2,4,2,4,3,3,23683,7,2,2
757,34,25 - 34,R&D,Associates Degree,Medical,1,Female,Healthcare Representative,Single,0,Current Employees,6142,3,4,3,2,3,3,4,3,7360,10,5,1
758,23,Under 25,R&D,High School,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,2500,3,0,2,2,3,1,4,4,4344,5,4,3
760,39,35 - 44,HR,Bachelor's Degree,Human Resources,1,Female,Human Resources,Married,0,Current Employees,6389,3,3,6,3,4,2,3,1,18767,12,8,3
762,56,Over 55,R&D,Bachelor's Degree,Medical,1,Male,Healthcare Representative,Married,0,Current Employees,11103,3,1,1,3,3,4,3,2,20420,30,10,7
763,40,35 - 44,R&D,High School,Medical,1,Female,Research Scientist,Single,0,Current Employees,2342,4,2,3,4,2,4,4,2,22929,5,4,2
764,27,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Healthcare Representative,Single,0,Current Employees,6811,3,0,7,4,2,1,1,1,23398,9,7,6
766,29,25 - 34,Sales,Bachelor's Degree,Marketing,1,Male,Sales Representative,Divorced,0,Current Employees,2297,3,2,2,4,3,2,4,3,17967,2,2,2
769,53,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,0,Current Employees,2450,3,2,2,4,3,4,4,3,10919,19,2,2
771,35,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Healthcare Representative,Divorced,0,Current Employees,5093,3,0,0,4,3,1,1,4,4761,16,1,0
772,32,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,5309,3,4,7,1,3,4,4,3,21146,10,10,8
773,38,35 - 44,R&D,Doctoral Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,3057,3,0,1,4,3,3,2,1,20471,6,1,0
775,34,25 - 34,R&D,Doctoral Degree,Life Sciences,1,Female,Manufacturing Director,Divorced,0,Current Employees,5121,3,0,0,2,3,1,3,3,4187,7,0,0
776,52,45 - 54,Sales,Master's Degree,Marketing,1,Male,Manager,Married,0,Current Employees,16856,3,1,16,3,2,1,1,4,10084,34,34,6
780,33,25 - 34,R&D,Master's Degree,Other,1,Male,Research Scientist,Single,1,Ex-Employees,2686,3,7,8,4,3,4,3,2,5207,10,10,9
781,25,25 - 34,Sales,High School,Medical,1,Female,Sales Executive,Single,0,Current Employees,6180,4,1,4,3,3,4,2,2,22807,6,6,5
783,45,45 - 54,Sales,Associates Degree,Technical Degree,1,Male,Sales Representative,Single,0,Current Employees,6632,3,3,1,2,1,3,1,3,12388,9,8,7
784,23,Under 25,R&D,High School,Medical,1,Male,Research Scientist,Single,0,Current Employees,3505,3,0,2,1,4,3,4,3,19630,2,2,2
785,47,45 - 54,Sales,Associates Degree,Life Sciences,1,Female,Sales Executive,Single,1,Ex-Employees,6397,3,1,3,2,4,3,4,3,10339,8,5,4
786,34,25 - 34,Sales,Bachelor's Degree,Other,1,Male,Sales Executive,Single,0,Current Employees,6274,4,1,4,4,3,4,3,3,18686,6,6,5
787,55,Over 55,R&D,Bachelor's Degree,Medical,1,Male,Manager,Married,1,Ex-Employees,19859,3,1,4,4,3,1,4,3,21199,24,5,2
789,36,35 - 44,Sales,Master's Degree,Life Sciences,1,Male,Sales Executive,Single,0,Current Employees,7587,3,0,9,1,2,1,2,3,14229,10,10,7
791,52,45 - 54,R&D,Master's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,4258,3,1,2,4,3,4,1,3,26589,5,4,3
792,26,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Laboratory Technician,Divorced,0,Current Employees,4364,3,2,0,1,1,4,1,3,5288,5,2,2
793,29,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Healthcare Representative,Married,0,Current Employees,4335,3,1,1,2,3,3,1,2,25549,11,8,7
796,26,25 - 34,Sales,Bachelor's Degree,Technical Degree,1,Male,Sales Executive,Single,1,Ex-Employees,5326,3,1,2,4,2,1,3,2,3064,6,4,3
797,34,25 - 34,R&D,Master's Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,3280,3,1,3,2,4,4,3,3,13551,10,4,2
799,54,45 - 54,R&D,Master's Degree,Medical,1,Female,Manufacturing Director,Divorced,0,Current Employees,5485,3,1,4,4,3,1,2,3,22670,9,5,3
800,27,25 - 34,Sales,High School,Marketing,1,Male,Sales Executive,Married,0,Current Employees,4342,3,1,1,3,3,4,2,3,24008,5,4,2
802,37,35 - 44,R&D,High School,Life Sciences,1,Female,Research Scientist,Divorced,0,Current Employees,2782,3,4,3,4,3,1,2,2,19905,6,5,3
803,38,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Manufacturing Director,Single,0,Current Employees,5980,3,4,12,1,4,1,4,3,26085,17,15,7
804,34,25 - 34,R&D,Master's Degree,Medical,1,Female,Research Scientist,Single,0,Current Employees,4381,3,1,3,3,2,1,3,3,7530,6,6,5
805,35,35 - 44,Sales,Master's Degree,Life Sciences,1,Female,Sales Representative,Married,0,Current Employees,2572,3,0,2,1,3,4,2,2,20317,3,3,2
806,30,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,3833,4,0,2,4,1,3,3,3,24375,7,2,2
807,40,35 - 44,R&D,Associates Degree,Medical,1,Female,Healthcare Representative,Married,0,Current Employees,4244,4,3,7,3,4,2,4,3,9931,8,8,7
808,34,25 - 34,Sales,Associates Degree,Life Sciences,1,Female,Sales Executive,Married,0,Current Employees,6500,3,1,2,3,3,1,2,3,13305,6,3,2
809,42,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Manager,Divorced,0,Current Employees,18430,3,14,9,2,3,4,2,2,16225,24,24,7
811,23,Under 25,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,1,Ex-Employees,1601,4,0,0,3,4,1,3,3,3445,1,0,0
812,24,Under 25,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Divorced,0,Current Employees,2694,3,0,0,3,2,2,3,3,26551,1,1,0
813,52,45 - 54,R&D,Master's Degree,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,3149,4,1,4,4,3,3,2,3,21821,9,5,2
815,50,45 - 54,R&D,Bachelor's Degree,Medical,1,Male,Research Director,Married,0,Current Employees,17639,3,0,3,3,3,3,4,3,6881,30,4,3
816,29,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Laboratory Technician,Married,1,Ex-Employees,2319,3,0,0,2,2,1,4,3,6689,1,1,0
817,33,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Research Director,Married,0,Current Employees,11691,3,3,7,3,3,3,4,4,25995,14,13,9
819,33,25 - 34,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Single,1,Ex-Employees,5324,3,0,2,1,3,1,3,3,26507,6,3,2
820,47,45 - 54,R&D,Associates Degree,Other,1,Female,Manager,Married,0,Current Employees,16752,3,3,0,3,3,4,3,2,12982,26,26,14
823,36,35 - 44,R&D,Bachelor's Degree,Other,1,Female,Manufacturing Director,Married,0,Current Employees,5228,3,0,5,3,3,2,1,3,23361,10,9,7
824,29,25 - 34,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2700,4,0,7,3,4,3,3,3,23779,10,10,7
825,58,Over 55,R&D,Master's Degree,Life Sciences,1,Male,Research Director,Single,1,Ex-Employees,19246,3,13,8,4,3,2,4,3,25761,40,31,15
826,35,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,2506,3,2,2,4,4,3,3,3,13301,7,2,2
827,42,35 - 44,R&D,Associates Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,6062,3,0,2,4,2,4,4,3,4051,8,4,3
828,28,25 - 34,R&D,Master's Degree,Medical,1,Male,Research Scientist,Single,1,Ex-Employees,4382,3,2,1,3,3,3,4,2,16374,5,2,2
829,36,35 - 44,HR,Bachelor's Degree,Human Resources,1,Male,Human Resources,Married,0,Current Employees,2143,3,0,4,3,3,2,2,3,25527,8,5,2
830,32,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,6162,3,6,8,3,2,3,3,3,19124,14,14,13
832,40,35 - 44,R&D,Master's Degree,Medical,1,Male,Laboratory Technician,Single,0,Current Employees,5094,3,0,0,1,2,3,4,3,11983,10,1,0
833,30,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Manufacturing Director,Single,0,Current Employees,6877,4,0,0,3,2,4,2,2,20234,12,0,0
834,45,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,2274,3,0,0,2,2,3,4,3,6153,1,1,0
836,42,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,4434,3,7,8,2,3,2,4,2,11806,10,9,8
837,38,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,6288,3,1,2,1,2,1,3,2,4284,13,4,3
838,34,25 - 34,R&D,Master's Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,2553,3,1,3,3,2,4,3,3,8306,6,5,2
840,49,45 - 54,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Married,1,Ex-Employees,7654,3,7,7,3,3,4,1,4,5860,9,9,8
842,55,Over 55,Sales,High School,Medical,1,Male,Sales Executive,Single,1,Ex-Employees,5160,3,7,3,3,3,4,3,2,21519,12,9,7
843,43,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Research Director,Married,0,Current Employees,17159,4,1,0,2,3,1,3,3,5200,22,4,1
844,27,25 - 34,R&D,High School,Technical Degree,1,Male,Research Director,Divorced,0,Current Employees,12808,3,0,8,3,2,4,2,3,8842,9,9,8
845,35,35 - 44,R&D,Bachelor's Degree,Other,1,Male,Manufacturing Director,Single,0,Current Employees,10221,4,1,6,3,3,3,2,4,18869,17,8,5
846,28,25 - 34,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,4779,4,7,5,2,3,2,1,3,3698,8,8,7
847,34,25 - 34,HR,Associates Degree,Human Resources,1,Male,Human Resources,Married,0,Current Employees,3737,3,0,2,3,3,4,3,1,2243,4,3,2
848,26,25 - 34,R&D,Associates Degree,Medical,1,Female,Research Scientist,Married,1,Ex-Employees,2366,3,1,7,3,2,3,1,3,20898,8,8,7
850,27,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,1706,3,0,0,4,3,4,3,2,16571,0,0,0
851,51,45 - 54,Sales,Master's Degree,Marketing,1,Female,Manager,Married,0,Current Employees,16307,3,4,17,1,3,3,3,2,5594,29,20,6
852,44,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Healthcare Representative,Single,0,Current Employees,5933,3,2,3,4,3,2,4,2,5197,10,5,2
854,25,25 - 34,R&D,High School,Medical,1,Male,Research Scientist,Single,0,Current Employees,3424,3,0,1,1,4,1,3,2,21632,6,4,3
855,33,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Divorced,0,Current Employees,4037,4,0,8,1,4,1,1,3,21816,9,9,8
856,35,35 - 44,R&D,High School,Medical,1,Female,Research Scientist,Single,0,Current Employees,2559,3,1,1,3,2,1,4,2,17852,6,6,5
857,36,35 - 44,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,6201,3,4,11,2,3,4,4,2,2823,18,18,14
859,32,25 - 34,Sales,Master's Degree,Life Sciences,1,Male,Sales Executive,Divorced,0,Current Employees,4403,3,0,3,2,3,4,3,2,9250,8,5,2
861,30,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,3761,3,0,3,2,2,4,2,2,2373,10,5,4
862,53,45 - 54,Sales,Associates Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,10934,3,0,4,1,2,4,4,3,20715,35,5,2
864,45,45 - 54,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,10761,3,0,2,4,3,1,3,3,19239,18,5,4
865,32,25 - 34,R&D,Associates Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,5175,3,1,3,3,4,3,3,2,22162,9,5,3
867,52,45 - 54,R&D,Master's Degree,Medical,1,Female,Manufacturing Director,Married,0,Current Employees,13826,4,0,0,3,2,4,3,3,19028,31,9,8
868,37,35 - 44,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,6334,3,0,0,4,2,3,4,3,24558,9,1,0
869,28,25 - 34,HR,Associates Degree,Medical,1,Male,Human Resources,Divorced,0,Current Employees,4936,3,0,4,2,2,4,4,3,23965,6,5,1
872,22,Under 25,R&D,Associates Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,4775,4,2,2,4,2,4,1,1,19146,4,2,2
874,44,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,2818,4,0,2,1,4,4,3,2,5044,10,3,2
875,42,35 - 44,R&D,High School,Medical,1,Male,Research Scientist,Single,0,Current Employees,2515,3,2,2,2,3,4,4,3,9068,8,2,1
878,36,35 - 44,HR,Bachelor's Degree,Life Sciences,1,Male,Human Resources,Married,0,Current Employees,2342,4,0,3,1,2,1,3,3,8635,6,5,4
879,25,25 - 34,Sales,High School,Other,1,Male,Sales Executive,Married,0,Current Employees,4194,3,0,3,3,3,1,4,3,14363,5,5,3
880,35,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,10685,4,5,15,4,2,3,2,3,23457,17,17,14
881,35,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Research Scientist,Divorced,1,Ex-Employees,2022,3,7,8,4,3,2,1,2,16612,10,10,2
882,32,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Divorced,0,Current Employees,2314,3,0,2,4,3,4,2,3,9148,4,3,0
885,25,25 - 34,Sales,High School,Marketing,1,Male,Sales Executive,Married,0,Current Employees,4256,3,0,3,3,2,1,1,4,18154,5,5,2
887,49,45 - 54,R&D,Bachelor's Degree,Technical Degree,1,Female,Research Scientist,Married,0,Current Employees,3580,3,0,2,3,3,1,2,3,10554,7,4,2
888,24,Under 25,R&D,High School,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,3162,3,3,4,1,2,4,4,2,10778,6,5,2
889,32,25 - 34,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,6524,3,5,3,2,3,2,4,3,8891,10,10,8
893,38,35 - 44,Sales,Bachelor's Degree,Marketing,1,Male,Sales Representative,Married,0,Current Employees,2899,3,1,2,2,2,2,4,3,12102,3,2,2
894,42,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,5231,3,1,3,3,4,4,2,2,23726,17,5,3
895,31,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2356,3,0,2,4,3,4,2,3,14871,8,6,4
896,29,25 - 34,Sales,Bachelor's Degree,Medical,1,Female,Sales Representative,Divorced,1,Ex-Employees,2800,3,0,2,2,2,3,3,3,23522,5,3,2
897,53,45 - 54,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,11836,3,2,2,1,3,4,3,3,22789,28,2,0
899,35,35 - 44,R&D,Bachelor's Degree,Technical Degree,1,Male,Manufacturing Director,Married,0,Current Employees,10903,3,4,8,4,2,2,1,3,9129,16,13,10
900,37,35 - 44,Sales,Associates Degree,Medical,1,Female,Sales Representative,Married,0,Current Employees,2973,3,0,0,3,3,4,2,3,21222,10,5,4
901,53,45 - 54,R&D,Master's Degree,Life Sciences,1,Female,Research Director,Single,0,Current Employees,14275,3,3,8,4,3,4,3,3,20206,33,12,9
902,43,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Healthcare Representative,Married,0,Current Employees,5562,3,2,2,4,3,4,2,2,21782,12,5,2
903,47,45 - 54,Sales,Associates Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,4537,4,7,7,3,3,4,1,3,17783,8,7,6
904,37,35 - 44,Sales,Associates Degree,Medical,1,Male,Sales Executive,Single,0,Current Employees,7642,3,0,9,1,3,2,4,3,4814,10,10,0
905,50,45 - 54,R&D,Master's Degree,Life Sciences,1,Male,Manager,Divorced,0,Current Employees,17924,3,14,7,1,3,1,4,3,4544,31,31,6
909,39,35 - 44,HR,Bachelor's Degree,Life Sciences,1,Female,Human Resources,Married,0,Current Employees,5204,3,0,4,4,2,4,3,3,7790,13,5,4
910,33,25 - 34,HR,Associates Degree,Human Resources,1,Male,Human Resources,Divorced,0,Current Employees,2277,3,0,3,4,3,2,3,4,22650,7,4,3
911,32,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,2795,4,0,1,1,3,4,3,1,18016,1,1,0
912,29,25 - 34,R&D,High School,Medical,1,Female,Laboratory Technician,Divorced,0,Current Employees,2532,3,0,3,1,2,4,3,3,6054,8,4,3
913,44,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2559,3,7,1,2,3,1,4,3,7508,8,8,7
916,28,25 - 34,Sales,Master's Degree,Medical,1,Male,Sales Executive,Single,0,Current Employees,4908,3,0,2,1,3,4,2,3,24252,4,4,2
918,58,Over 55,R&D,High School,Life Sciences,1,Male,Laboratory Technician,Divorced,1,Ex-Employees,2380,3,0,0,4,2,4,4,2,13384,3,1,0
920,43,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Divorced,0,Current Employees,4765,4,0,0,1,3,2,3,4,23814,4,1,0
922,20,Under 25,Sales,Bachelor's Degree,Medical,1,Female,Sales Representative,Single,1,Ex-Employees,2044,3,0,2,3,2,3,4,2,22052,2,2,2
923,21,Under 25,R&D,High School,Other,1,Female,Research Scientist,Single,1,Ex-Employees,2693,3,0,0,4,3,4,1,2,8870,1,1,0
924,36,35 - 44,R&D,High School,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,6586,3,4,11,3,3,4,1,2,4821,17,16,8
925,47,45 - 54,Sales,Master's Degree,Life Sciences,1,Female,Sales Representative,Single,0,Current Employees,3294,3,1,2,4,2,4,1,2,13137,3,3,2
926,22,Under 25,R&D,High School,Life Sciences,1,Female,Manufacturing Director,Married,1,Ex-Employees,4171,3,0,2,2,3,3,1,4,10022,4,3,2
927,41,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Laboratory Technician,Divorced,1,Ex-Employees,2778,3,1,0,2,1,4,3,2,17725,10,7,7
930,28,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Divorced,0,Current Employees,2377,3,2,2,3,3,3,2,3,9834,6,2,2
932,39,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Married,1,Ex-Employees,2404,4,2,2,4,3,1,4,1,4303,8,2,2
933,27,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,2318,3,0,0,2,3,3,3,3,17808,1,1,1
934,34,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Divorced,0,Current Employees,2008,3,1,0,2,3,2,2,3,6896,1,1,0
936,42,35 - 44,Sales,Associates Degree,Medical,1,Female,Sales Executive,Single,0,Current Employees,6244,3,0,3,3,2,3,1,3,7824,10,5,4
939,33,25 - 34,R&D,Master's Degree,Other,1,Male,Research Scientist,Single,0,Current Employees,2799,3,0,2,3,2,1,2,3,3339,6,3,2
940,58,Over 55,R&D,Bachelor's Degree,Technical Degree,1,Female,Healthcare Representative,Divorced,0,Current Employees,10552,3,0,4,3,2,2,4,3,9255,24,6,0
941,31,25 - 34,Sales,Master's Degree,Life Sciences,1,Male,Sales Representative,Married,0,Current Employees,2329,3,5,2,2,2,3,2,4,11737,13,7,7
942,35,35 - 44,R&D,High School,Life Sciences,1,Female,Healthcare Representative,Married,0,Current Employees,4014,4,0,7,4,3,4,4,1,19170,10,10,6
944,49,45 - 54,R&D,Associates Degree,Other,1,Female,Laboratory Technician,Married,0,Current Employees,7403,3,1,7,1,3,2,3,2,22477,29,26,9
945,48,45 - 54,R&D,Master's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,2259,3,0,0,4,3,3,1,2,5543,13,0,0
947,31,25 - 34,Sales,Associates Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,6932,3,0,0,4,3,3,4,2,24406,9,9,8
949,36,35 - 44,R&D,Master's Degree,Other,1,Male,Research Scientist,Single,0,Current Employees,4678,3,0,1,2,3,4,3,3,23293,8,6,2
950,38,35 - 44,R&D,Bachelor's Degree,Technical Degree,1,Female,Research Director,Married,0,Current Employees,13582,3,5,11,4,3,1,2,3,16292,15,15,12
951,32,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,2332,4,0,2,3,2,2,3,3,3974,5,3,0
952,25,25 - 34,Sales,Associates Degree,Marketing,1,Male,Sales Representative,Married,1,Ex-Employees,2413,3,0,0,3,2,2,3,3,18798,1,1,0
954,40,35 - 44,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,9705,3,0,0,1,2,2,2,2,20652,11,1,0
956,26,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Single,0,Current Employees,4294,3,0,7,3,2,1,2,3,11148,7,7,7
